0.000000000000000000e+00;7.282161760330200195e+01;5.359703343579551582e-01
1.000000000000000000e+00;9.736180448532104492e+01;-1.577103211400010530e-02
2.000000000000000000e+00;1.391075968742370605e+02;2.421127625163337349e-01
3.000000000000000000e+00;1.069737443923950195e+02;3.004369153386569069e-01
4.000000000000000000e+00;1.811910367012023926e+01;-4.189626917935784789e-03
5.000000000000000000e+00;1.073758945465087891e+02;8.790837716410204727e-03
6.000000000000000000e+00;9.674810123443603516e+01;3.395324046948120511e-01
7.000000000000000000e+00;1.386358296871185303e+02;3.133741294988421355e-01
8.000000000000000000e+00;7.444169282913208008e+01;-2.439488994007270595e-01
9.000000000000000000e+00;9.982433271408081055e+01;1.473432062231996298e-01
