1.000000000000000000e+00;1.957306489546829231e-01;9.687645159522939586e-02
2.000000000000000000e+00;4.010708499935451699e-02;1.509259526635178816e-02
3.000000000000000000e+00;8.163868950632773361e-03;5.537011226789551217e-03
4.000000000000000000e+00;4.325767111568928902e-03;3.227381238146968378e-03
5.000000000000000000e+00;3.030574837136522717e-03;2.652303708329657901e-03
6.000000000000000000e+00;2.197302171350338802e-03;1.744246876058139738e-03
7.000000000000000000e+00;1.657606240333406441e-03;1.740446186231113740e-03
8.000000000000000000e+00;1.543727790510229922e-03;1.362877495164595493e-03
9.000000000000000000e+00;1.483664121205971898e-03;1.330663733508275978e-03
1.000000000000000000e+01;1.335803468335920816e-03;1.316140387033731384e-03
1.100000000000000000e+01;1.244783716167158303e-03;1.080402606947821918e-03
1.200000000000000000e+01;1.147224181226284704e-03;1.112491411579228989e-03
1.300000000000000000e+01;1.085093492777216900e-03;1.198731641927213397e-03
1.400000000000000000e+01;1.141846999519823208e-03;1.090461758445508689e-03
1.500000000000000000e+01;1.055558193964851402e-03;1.086765015208573069e-03
1.600000000000000000e+01;1.032985880947392878e-03;1.107357339702130144e-03
1.700000000000000000e+01;1.014138870009440724e-03;1.079928273080576345e-03
1.800000000000000000e+01;1.001312395172707136e-03;1.004977394705233338e-03
1.900000000000000000e+01;1.020170515403151512e-03;1.032680902132614067e-03
2.000000000000000000e+01;9.735202954365275267e-04;1.010514766857120456e-03
2.100000000000000000e+01;1.027555399896458053e-03;9.888358304265493313e-04
2.200000000000000000e+01;9.801413294376827741e-04;1.136198973207971615e-03
2.300000000000000000e+01;9.384404975777062719e-04;1.102830458328312975e-03
2.400000000000000000e+01;8.849888409397375141e-04;1.003479760036057574e-03
2.500000000000000000e+01;8.746322685264834628e-04;9.543623352967063557e-04
2.600000000000000000e+01;8.847986514768135845e-04;1.035683072513397330e-03
2.700000000000000000e+01;8.865962725457612621e-04;9.562901831492319395e-04
2.800000000000000000e+01;8.689424645567384985e-04;1.000974954956251623e-03
2.900000000000000000e+01;8.780662577720818292e-04;9.880993654083761787e-04
3.000000000000000000e+01;8.251514534134858896e-04;1.019804336431418988e-03
3.100000000000000000e+01;8.360625998973946101e-04;1.124871511486653973e-03
3.200000000000000000e+01;8.316707599550962051e-04;1.060301789389171256e-03
3.300000000000000000e+01;7.667385526751720019e-04;9.642800732706644689e-04
3.400000000000000000e+01;8.457465981351541210e-04;9.915959625071064151e-04
3.500000000000000000e+01;7.908745828027602658e-04;1.037924599642894331e-03
3.600000000000000000e+01;7.478287303231199827e-04;1.070943731895607470e-03
3.700000000000000000e+01;7.658299664314464688e-04;1.051042993952120991e-03
3.800000000000000000e+01;7.233831475919159796e-04;9.212856880903984476e-04
3.900000000000000000e+01;7.312498137555748651e-04;1.080714101087510304e-03
4.000000000000000000e+01;7.704288786935673200e-04;1.046751792143498210e-03
