1.000000000000000000e+00;6.021746133530089251e-01;6.247916245460509721e-01
2.000000000000000000e+00;3.720733050113071982e-01;6.570325946807861195e-01
3.000000000000000000e+00;1.865512883778293884e-01;6.242317533493042525e-01
4.000000000000000000e+00;7.078756726159046719e-02;2.896632418036461029e-02
5.000000000000000000e+00;1.267542633879530090e-02;2.538501042872667521e-03
6.000000000000000000e+00;3.293250997195044157e-03;4.484929544851183614e-03
7.000000000000000000e+00;6.330551409718177154e-03;5.771758481860161244e-03
8.000000000000000000e+00;5.279682708560396939e-03;2.900317749008536530e-03
9.000000000000000000e+00;3.397421298804392982e-03;3.032469032332301209e-03
1.000000000000000000e+01;2.363039731735547527e-03;2.625125544145703177e-03
1.100000000000000000e+01;2.088350280339913712e-03;2.319305082783103093e-03
1.200000000000000000e+01;2.146764179739637460e-03;2.134299427270889334e-03
1.300000000000000000e+01;2.151441092846731202e-03;2.620613910257816107e-03
1.400000000000000000e+01;1.889247855954991496e-03;2.150547178462147886e-03
1.500000000000000000e+01;1.944187569907614588e-03;1.883748564869165525e-03
1.600000000000000000e+01;1.889487163387558715e-03;1.926435665227472713e-03
1.700000000000000000e+01;1.878287079354324512e-03;1.874929806217551275e-03
1.800000000000000000e+01;1.811943327720265092e-03;1.732904165983200013e-03
1.900000000000000000e+01;1.603725680565789343e-03;1.967221517115831392e-03
2.000000000000000000e+01;1.465723480601583209e-03;1.809027809649705948e-03
2.100000000000000000e+01;1.695603400053128599e-03;1.900773299857974087e-03
2.200000000000000000e+01;1.690664507504632645e-03;2.204072857275605167e-03
2.300000000000000000e+01;1.421064473168980437e-03;2.077984046190976992e-03
2.400000000000000000e+01;1.641439474307704186e-03;1.786194168962538251e-03
2.500000000000000000e+01;1.299967782475981541e-03;2.103891903534531576e-03
2.600000000000000000e+01;1.515161494880339077e-03;1.849018777720630100e-03
2.700000000000000000e+01;1.440192775125315574e-03;1.692447615787386929e-03
2.800000000000000000e+01;1.281898172947981739e-03;1.872404450550675366e-03
2.900000000000000000e+01;1.507388881523593835e-03;1.997364447452128038e-03
3.000000000000000000e+01;1.308261831051194457e-03;1.668663029558956545e-03
3.100000000000000000e+01;1.380670454968646382e-03;1.844517569988965910e-03
3.200000000000000000e+01;1.320574508056588259e-03;1.797314500436186790e-03
3.300000000000000000e+01;1.431555292856891452e-03;1.735015879385173312e-03
3.400000000000000000e+01;1.281020062667809429e-03;1.604407574050128365e-03
3.500000000000000000e+01;1.394432875459669955e-03;1.287430506199598295e-03
3.600000000000000000e+01;1.266757821736161837e-03;1.374874659813940568e-03
3.700000000000000000e+01;1.375384892331028624e-03;1.535856598056852896e-03
3.800000000000000000e+01;1.313012800790977052e-03;1.442914544604718746e-03
3.900000000000000000e+01;1.177698449239678469e-03;1.573551315814256764e-03
4.000000000000000000e+01;1.169564815981577336e-03;1.491965977475047129e-03
