1.000000000000000000e+00;5.602207605408613539e-03;1.603806651670668972e-03
2.000000000000000000e+00;1.794984194813970414e-03;1.097345017240245260e-03
3.000000000000000000e+00;1.704737419627072896e-03;1.059388985750494335e-03
4.000000000000000000e+00;1.614103614380786025e-03;1.058016785183829795e-03
5.000000000000000000e+00;1.607567177367483615e-03;9.825859279906164374e-04
6.000000000000000000e+00;1.545961923199101794e-03;8.225127506894288742e-04
7.000000000000000000e+00;1.517696516974145152e-03;8.870520974417812508e-04
8.000000000000000000e+00;1.544755665164569127e-03;8.303442071039290624e-04
9.000000000000000000e+00;1.515640520169357196e-03;8.680788401254742803e-04
1.000000000000000000e+01;1.573979357180257032e-03;9.388727122597151755e-04
1.100000000000000000e+01;1.504464094480925098e-03;7.473500323344449414e-04
1.200000000000000000e+01;1.408578532234813470e-03;7.483791132442286359e-04
1.300000000000000000e+01;1.446103879060132861e-03;7.436610540741535281e-04
1.400000000000000000e+01;1.429991983957143659e-03;1.231418737805769137e-03
1.500000000000000000e+01;1.698132686415793329e-03;1.259197166464367775e-03
1.600000000000000000e+01;1.713568316487882074e-03;9.580235893944980636e-04
1.700000000000000000e+01;1.669162855025783975e-03;1.144597976331095199e-03
1.800000000000000000e+01;1.717930901072427284e-03;1.241815726837662386e-03
1.900000000000000000e+01;1.672752317236193267e-03;1.206408515877899603e-03
2.000000000000000000e+01;1.643287488715873762e-03;1.151655249862519473e-03
2.100000000000000000e+01;1.746094668070044282e-03;1.145849418902739102e-03
2.200000000000000000e+01;1.748101038037578681e-03;1.113035467636512045e-03
2.300000000000000000e+01;1.740830988316906030e-03;1.249934168013392983e-03
2.400000000000000000e+01;1.674290382396887962e-03;1.079812911949807426e-03
2.500000000000000000e+01;1.616788793827105258e-03;1.213006821430486762e-03
2.600000000000000000e+01;1.767933928016350575e-03;1.159752000764500881e-03
2.700000000000000000e+01;1.708778898275535108e-03;1.266448095166048098e-03
2.800000000000000000e+01;1.810516600951274932e-03;1.175549518713941283e-03
2.900000000000000000e+01;1.760612779986754596e-03;1.220729250124976328e-03
3.000000000000000000e+01;1.712215629760346089e-03;1.145072695493820321e-03
3.100000000000000000e+01;1.708919529170543905e-03;1.185858885559146550e-03
3.200000000000000000e+01;1.615800740585406504e-03;1.107608655192812925e-03
3.300000000000000000e+01;1.635569338218812244e-03;1.072673451109621345e-03
3.400000000000000000e+01;1.541927291354581965e-03;1.086052181580882603e-03
3.500000000000000000e+01;1.560809788161932011e-03;1.002634923378402680e-03
3.600000000000000000e+01;1.557125422716774260e-03;9.927826069035857598e-04
3.700000000000000000e+01;1.575939882990399490e-03;1.158019844976971354e-03
3.800000000000000000e+01;1.455941070371863160e-03;9.965085019891868796e-04
3.900000000000000000e+01;1.403489360071716102e-03;1.050902249054891553e-03
4.000000000000000000e+01;1.405862865800028803e-03;1.008013032422568848e-03
